0,0,0,0,0,0,0,0,0,0,-0.779,-0.779,0,0.040892,0.58,0.58,0,0,-0.779,-0.779,-0.79,-0.77863,0,-0.653,-0.653,0,0,0,-0.79,0,0,0,0,-0.184,0,0,0,0.765,0.765,-0.653,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.802,-0.802,0,0,0.603,0.603,0,0,0,0,0,-0.79661,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.725,0,0.749,0.749,0,0,0,brain
0,0,0,0,0,0,-0.691,0,0,0,-0.685,-0.685,0,-0.027535,-0.633,-0.633,0,0,0,0,0,-0.68524,0,0,0,-0.661,0,0,0,0,0,0,0,0,0.717,0.717,-0.672,0.647,0.647,-0.667,0,0,brain
0,0,0,0,0,0,-0.831,0,0,0,-0.846,-0.846,0,-0.83978,0,0,0,0,0,0,0,-0.84595,-0.832,0,0,0,0,0,0,0,0,0,0,-0.11,0.759,0.759,0,0.788,0.788,0,0,0,brain
0.176,-0.365,-0.365,0.119,0.119,0.142,-0.985,-0.216,-0.216,0.178,-1.024,-1.024,0.176,-0.51208,-0.109,-0.109,-0.212,-0.337,0.101,0.101,-0.229,-1.0099,0.178,0.162,0.162,-1.037,0,0,-0.229,0,0,0,0,-0.165,0.157,0.157,0.157,1.12,1.12,-0.973,-0.477,-0.477,brain
0,0,0,-0.862,0,0,0,0.643,0.407,0.441,0.354,0,0,-0.9083,-0.121,-0.121,0,0,0.87,0.87,0.766,0.070274,0.042,-0.151,-0.151,0.579,1.233,0,0,0,0,0,0,-0.685,0.344,0.344,0.476,0,0,0,0,-0.861,brain
0,0,0,0,0,0,0,0,0,0,-0.921,-0.921,0,-0.0047079,0.762,0.762,0,0,0,0,0,-1.2929,0,0,0,0,0,0,0,0,0,0,0,0.148,0.814,0.814,0,0.919,0.919,0,0,0,brain
0,-0.652,-0.652,0,0,0,-0.756,0,0,0,-0.815,-0.815,0,0.015264,0,0,0,0,0,0,0,-0.81477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0.623,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.828,-0.828,0,-0.0024938,0.661,0.661,0,0,0,0,0,-0.82549,-0.795,0,0,-0.835,0,0,0,0,0,0,0,0,0.778,0.778,0,0,0,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.545,-0.545,0,-0.01037,0,0,0,0,0,0,0,-0.54509,-0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brain
0,0,0,0,0.892,0,-0.925,0,0,0,0,0,0,-0.034631,0,0,0,0,0,0,0,-0.062345,0,0,0,0.118,0,0,0,0.12,0,0,0,0,0,0,0,1.958,1.958,-0.715,0,0,brain
0,0,0,0,0,0,0,0,0,0.423,-0.429,-0.429,0,-0.030404,0.324,0.324,0,0,0,0,0,-0.4292,0.001,0,0,0,0,0,0,0,0,0,0,0,0.396,0.396,0,0.415,0.415,0,0,0,brain
0,-0.229,-0.229,-0.284,-0.284,0,0,-0.27,-0.27,0,-0.5,-0.5,0,-0.47776,0.374,0.374,-0.646,-0.646,0.806,0.806,0,-0.49486,0,0,0,-0.138,0.402,0.402,0,0,0,0.135,0.135,0,-0.392,-0.392,0.111,0.377,0.377,-0.154,-0.478,-0.478,brain
0.378,0.311,0.311,-0.215,-0.215,0.206,0.204,-0.188,-0.188,0.242,-1.293,-1.293,0.378,-0.69631,0,0,0.159,0.123,-0.171,-0.171,-0.168,-1.2929,0.242,-0.302,-0.302,0.115,0.253,0.253,-0.168,0.166,0.166,0.692,0.692,0,0.437,0.437,0.292,0.331,0.331,0.198,-0.738,-0.738,brain
0,0,0,0,0,0,-0.944,0,0,-0.907,-0.926,-0.926,0,0.033831,0,0,0,0,0,0,0,-0.9257,0,0,0,-0.905,0,0,0,0,0,0,0,-0.121,0,0,-0.931,0,0.945,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.616,-0.616,0,-0.63707,-0.363,0,0,0,0,0,0,-0.61556,0,0,0,-0.439,0,0,0,-0.231,-0.231,-0.442,-0.442,0,0.602,0.602,0,0.593,0.593,0,0,0,brain
0,-0.725,0,0,0,0,0,0,0,0,-0.75,-0.75,0,-0.010329,0,0,0,0,0,0,0,-1.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.951,-0.951,0,0.011764,0.783,0.783,0,0,0,0,0,-0.95102,0,0,0,0,0,0,0,0,0,0,0,0,0.887,0.887,0,0,0,0,0,0,brain
0,0,0,0,0,0,-1.293,0,0,0,-1.103,-1.103,0,0.015587,0,0,0,0,0,0,0,-1.0743,0,0,0,0,0,0,0,0,0,0,0,-0.14,0,0,0,0,0,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.858,-0.858,0,0.017544,0,0,0,0,0,0,0,-0.85773,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0.822,0,1.777,1.777,0,0,0,brain
0,0,0,0,0,0.108,-0.453,-0.134,-0.134,0.138,-0.914,-0.914,0,0.04344,0,0.497,-0.379,-0.913,0.331,0.331,-0.399,-0.91417,0.138,-1.293,0,-0.348,0,0,-0.399,0,0,0.169,0.169,-0.14,0.102,0.102,0,0.95,0.95,-0.382,0,0,brain
0,0.924,0.924,0.416,1.158,1.889,0,0,0,0,0,0,0,-0.05037,0,0,0,0,0,0,0,-0.023929,0,0,0,0,0,0.874,0,0,0,1.494,1.494,0.393,0,0,0,1.501,1.501,0,0,0,brain
-0.252,0,0,0,0,0,-0.257,0,0,-0.673,-0.748,-0.748,-0.252,0.10541,0,0,-0.332,-0.332,-0.334,-0.334,-0.339,-0.74829,-0.673,0,0,0,0,0,-0.339,0,0,-0.315,-0.315,-0.187,0,0,-0.623,0.483,0.483,-0.335,0.117,0.117,brain
-0.406,0,0,0,0,0,-0.329,0,0,0,0,0,-0.406,-0.45798,-0.175,-0.175,0,0,0,0,0,-0.057193,-0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0.855,0,-0.458,-0.458,brain
0,0,0,0,0,-0.19,0,0,0,0,-0.863,-0.863,0,-0.23183,0.66,0.66,0,0,-1.293,-1.293,-0.209,-0.86299,0,0,0,0,0,0,-0.209,0,0,-0.16,-0.16,-0.17,0,0,-0.81,0,0,0,-0.239,-0.239,brain
-0.896,0,0,-0.544,-0.544,-0.555,0,0,0,-1.092,-1.107,-1.107,-0.541,-0.53639,0,0,-0.551,-0.551,0,0,-1.101,-1.1074,-1.092,-0.568,-0.568,-0.57,0.1,0.1,-1.101,-0.571,-0.571,0,0,-0.364,0,0,-1.063,1.415,1.415,0,-0.536,-0.536,brain
0,0,0,0,0,0,0,0,0,0,-0.758,-0.758,0,0.0114,0,0.469,0,0,0,0,0,-0.75981,0,0,0,0,0.606,0.606,0,0,0,0,0,0,0.632,0.632,0,0.615,0.615,0,0,0,brain
1.539,0,0,0,0,0,-0.277,0,0,0,-0.852,-0.852,1.539,-0.074144,0,0,0,0,0.795,0.795,0,-1.2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,0.526,0.526,0,0,0,brain
0,0,0,0,0,0,-0.112,0,0,0,-0.118,-0.118,0,0.012773,0,0,0,0,0,0,0,-0.11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.111,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.57,-0.57,0,-0.0071958,0.466,0.466,0,0,0,0,0,-0.56992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0.553,0,0,0,brain
0,0,0,0,0,0.439,-0.706,0,0,0,-0.76,-0.76,0,-0.50985,0.285,0.285,-0.587,-0.587,0,0,0.12,-0.7459,0,0.389,0.389,-0.559,1.124,0.532,0.12,0,0,0,0,0,0,0,0,0.658,0.658,0,-0.517,-0.517,brain
0,-0.984,-0.984,0,0,0,0,0,0,0,-1.041,-1.041,0,-0.0019399,0,0,0,0,0,0,0,-1.0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195,1.195,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-1.126,-1.126,0,0.012655,1.102,1.102,0,0,0,0,0,-1.1349,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1.214,0,1.27,1.27,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.727,-0.727,0,0.015168,0.603,0.603,0,0,0,0,0,-0.72712,-0.699,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0,0.689,0.689,0,0,0,brain
-0.545,0,0,0,0,0,0.179,0,0,0,-0.547,-0.547,-0.545,-0.0083914,0.46,0.46,0,0,0,0,0,-0.5474,0,0,0,-0.555,0,0,0,0,0,0,0,0,0,0,0,0.526,0.526,0,0,0,brain
0,1.195,0.16,0,0,0,0,0,0,0,0,0,0,-0.054372,0,0,0,0,0,0,0,-0.010596,0,0,0,0,0.18,0.18,0,0,0,1.032,0,0,0,0,0,1.561,1.561,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.524,-0.524,0,0.0033299,0,0,0,0,0,0,0,-0.52415,-0.422,0,-0.114,-0.513,0,0,0,0,0,0,0,0,0.501,0.501,0,0.506,0.506,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.752,-0.752,0,-0.024251,0,0.565,0,0,0,0,0,-0.7515,-0.751,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0,0,0,brain
0,0,0,0,0,0.205,-0.212,0.242,0.242,-0.125,0,0,0,-0.0051227,0.457,0.457,-0.345,-0.345,-0.224,-0.224,-0.119,0.00023809,-0.125,0,0,0.196,0,0,-0.119,0.165,-0.515,-0.176,-0.176,0,0.212,0.212,0.205,0.585,0.585,-0.232,0.184,0.184,brain
0,0,0,0,0,0,0,0,0,0,-0.749,-0.749,0,0.0375,0,0,0,0,0,0,0,-0.73301,0,0,0,0,0,0,0,0,0,0,0,0,0.614,0.614,0,0,0,0,0,0,brain
0,0,0,0,0,0,-0.649,0,0,-0.686,-0.688,-0.688,0,-0.47903,0,0,0,0,-0.687,-0.687,-0.703,-0.68779,-0.686,0,-0.685,-0.695,0,0,-0.703,0,0,0,0,-0.22,0,0,-0.693,3.657,3.657,0,0,0,brain
0,0,0,0,0,0,-0.263,0,0,-1.293,-0.88,-0.88,0,0.0037465,0,0,-0.376,-0.376,-0.266,-0.266,-0.387,-1.2929,-1.293,0,0,0,0,0,-0.387,0,0,0,0,-0.174,0,0,0,0,0,-0.277,0,0,brain
0,-0.458,-0.458,0,0,0,1.054,-0.413,-0.413,0,0,0,0,-0.12957,0.021,0.689,-0.454,-0.454,0,0,0,0.00064763,0,0,0,0.117,-0.978,-0.978,0,0.186,0.186,-0.445,-0.445,-0.15,-0.395,-0.395,-0.945,1.088,1.088,-0.344,-0.13,-0.13,brain
0,0,0,0,0,0,0,0,0,0,0,-0.92,0,-0.012653,0,0,0,0,0,0,-0.848,-0.92733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632,1.632,0,0,0,brain
0,0.808,0.808,0,0,0,0,0,0,0,-0.862,-0.862,0,0.0077084,0.665,0.665,0,0,0,0,0,-0.85963,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0.815,0,0.833,0.833,0,0,0,brain
0,0,0,0,0,0,0,0,0,-0.611,-0.491,-0.491,0,0.004719,0,0,-0.112,-0.112,0,0,0,-0.49068,-0.611,0,0,0,0,0,0,0,0,-0.736,-0.603,0,0,0,-0.131,1.102,1.102,0,0,0,brain
0,0,0,0,0,0.383,0,0,0,0,-0.393,-0.393,0,-0.014732,0,0,0,0,0,0,0,-0.3936,0,0,0,-0.375,0,0,0,0,0,0,0,0,0.115,0.115,-0.395,0,0.234,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.934,-0.934,0,-0.94793,0.67,0.67,0,0,0,0,0,-0.93387,0,0,0,0,0,0,0,0,0,0,0,0,0.796,0.796,0,0.865,0.865,0,0,0,brain
0,-0.441,-0.441,-1.002,-1.002,-0.625,-1.293,-0.441,-0.441,0,0,-1.034,0,0.10848,-0.565,-0.565,-0.453,-0.929,0,0,0,-1.0337,0,0.505,0.505,0,0,0,0,0,0,-0.6,0.419,0,0,0,0,0,0,-0.51,0,0,brain
0,3.657,3.657,0,0,0,0,0,0,-0.115,0,-0.825,0,-0.15784,0,0.121,0,0,-0.945,0,-0.911,-0.8364,-0.115,0,0,0,0,0,0,0,0,0,0,-0.124,0,0,0,0,0,0,0,0,brain
-0.142,-0.298,-0.298,-0.322,-0.322,1.155,0.296,0.747,0.747,0,-0.771,-0.771,-0.435,-0.011749,0,0,-0.383,-0.754,0.398,0.398,0,-0.77133,0,-0.628,-0.628,0.193,1.062,0,0,-0.351,-0.351,1.387,1.387,-0.191,0.869,0.869,0,1.214,0.691,0,0,0,brain
0,0,0,0,0,0,0,0,0,-0.68,-0.698,-0.698,0,-0.040073,0,0.602,0,0,0,0,-0.247,-0.69785,-0.68,0,0,0.152,0,0,-0.247,0,0,0,0,0,0,0,0,1.203,1.203,-0.534,0,0,brain
0,-0.216,-0.216,0,0,-0.189,0,-0.313,-0.313,0,-0.963,-0.963,0,-0.041031,0.769,0.769,0,0,0,0,0,-0.95466,0,-0.154,-0.154,-0.941,0,0,0,0.113,0.113,0,0,0,0.341,0.341,0,0.924,0.924,-0.928,0,0,brain
0,0,0,0,0,0,0,0,0,-1.293,-0.882,-0.882,0,0.020511,0.63,0.63,0,0,0,0,0,-0.88153,-1.293,0,0,0,0,0,0,0,0,0,0,-0.124,0.715,0.715,0,0.812,0.812,0,0,0,brain
0,0,0,0,0,-0.351,-0.343,0.514,0,0,-0.82,-0.82,0,-0.65421,0,0.731,0,0,0,0,-0.778,-0.86287,-0.785,0,0,-0.494,-0.19,-0.19,-0.778,0,0,0.351,0.351,-0.227,-0.431,-0.366,-0.851,0.109,0.109,-0.829,-0.208,-0.465,brain
0,0,0,0.694,0.694,0,0,0,0,0.675,-0.856,-0.856,0,0,0.643,0.643,0,0,0,0,-0.136,-0.84859,0,0,0,0,0,0,-0.136,0.55,0,0,0,0,0.744,0.744,0.681,0.73,0,0,0,0,brain
0,0,0,0,0,0,0,0,0,0.103,-0.768,-0.768,0,-0.042182,0,0,0,0,0,0,-0.14,-0.76826,0.103,0,0,-0.711,0.114,0.114,-0.14,0,0,0,-0.733,0,0,0,0,0.719,0.719,0,0,0,brain
0,0,0,0,0,-0.178,-0.575,0,0,0.4,-0.171,-0.171,0.192,-0.18898,0,0,0.225,0.109,0.448,0.448,0,-0.17118,-0.485,0.369,0.535,0.4,0.181,0,0,0.213,0.213,0.046,0.502,-0.115,0,0.297,-0.134,0,0.277,0,-0.185,-0.185,brain
0,0,0,0,0,0,0,0,0,-0.803,-0.802,-0.802,0,-0.015386,0,0,0,0,0,0,0,-0.79001,-0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671,0.671,0,0,0,brain
0,0,0.672,0,0,0,0,0.268,0.268,-0.905,-0.895,-0.895,0,0.001803,0.698,0.698,0,0,-0.915,0,0,-1.2929,-0.905,0,0,0,0.284,0.284,0,0,0,0,0,-0.233,0.859,0.859,0,0.87,0.87,0,0,0,brain
0.167,0,0,0.159,0.159,0.289,-0.253,-0.234,-0.234,0.424,-0.429,-0.429,0.167,-0.070804,0,0,-0.251,-0.251,-0.293,-0.293,-0.368,-0.4292,0.424,0.11,0.11,-0.451,0.383,0.383,-0.368,-0.37,-0.37,0.201,0.201,0,0.546,0.546,-0.386,1.066,1.066,0.207,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.739,-0.739,0,0.64304,0.587,0.587,0,0,0,0,0,-0.73862,-0.614,-0.116,-0.116,0,0,0,0,0,0,0,0,0,0.61,0,0,0.677,0.677,0,0.635,0.635,brain
0,0,0,0,0,0,-0.503,0,0,-0.626,-0.64,-0.64,0,-0.62741,0,0,-0.231,-0.231,0,0,-0.659,-0.63953,-0.626,0,-0.185,0,0,0,0,0,0,0,0,-0.157,0,0,-0.642,0.356,0.356,-0.388,0,0,brain
0,0,0,0,0,0,-0.827,0,0,0,-0.817,-0.817,0,-0.025072,0,0,0,-0.551,0,0,0,-0.81614,0,0.795,0.795,-0.789,0,0,0,0,0,0,0,-0.108,0,0,0,0.797,0.797,-0.8,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.969,-0.969,0,-0.55674,0.673,0.673,0,0,0,0,0,-0.9691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.692,0,-0.545,-0.545,brain
0,0,0,0,0,0,0,0,0,0,0,-0.899,0,-0.0060904,0,0,0,0,0,0,0,-0.95869,0,0,0,0,0,0,0,0,0,0.325,-0.278,0,0,0,0,0.889,0.889,0,0,0,brain
0,0,0,0,0,-0.236,-0.937,0,0,0,-0.955,-0.955,0,0.0114,0,0,0,0,0,0,-0.947,-0.96344,-0.858,0,0,0,0,0,0,-0.971,-0.971,-0.195,-0.195,-0.197,0,0,-0.218,2.298,2.298,0,0,0,brain
0,0,0,0,0,0,0,0,0,-0.684,-0.711,-0.711,0,0.015727,0,0,0,0,0,0,0,-0.71878,-0.684,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-1.113,-1.113,0,0.015308,0.945,0.945,0,0,0,0,0,-1.1076,0,0,0,0,0,0,0,0,0,0,0,0,1.172,1.172,0,1.196,1.196,0,0,0,brain
0,0,0,0,0,0.792,0,0,0,0,0,-0.845,0,0.029044,0,0,0,0.781,0,0,0,-0.84932,-0.816,0,0,0,0,0,0,0,0,0,0,0,0.762,0.762,0,1.559,1.559,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.572,-0.572,0,0.018383,0.474,0.474,0,0,0,0,0,-0.5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,0.576,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.96,-0.96,0,0.043587,0,0,0,0,0,0,0,-0.73373,0,0,0,-0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brain
0,0,0,0,0,0,-0.12,0,0,0,-0.887,-0.887,0,-0.054151,0,0,0,0,1.281,1.281,0,-0.8872,0,0,0,0.135,0,0,0,0.113,0.113,0,0,0,0,0,0,1.481,1.481,-0.788,0,0,brain
-0.243,-0.313,-0.313,0.186,0.186,0.231,0,-0.263,-0.263,-0.669,-0.764,-0.764,-0.243,-1.0666,0.01,0.707,0.141,0.141,0.195,0.195,0.424,-0.40798,-0.669,0.113,0.113,0.114,-0.221,-0.045,0.148,0.182,0.182,0,0,-0.362,0.284,0.284,0,0.185,0.185,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.69,-0.69,0.162,-0.025346,0,0,0,0,0,0,0,-0.68542,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,3.657,3.657,0,0,0,brain
0.313,0,0,0.474,0.474,0.302,0,0,0,0,0.296,0.296,0.313,-0.62935,0.297,0.297,-0.339,-0.339,0.347,0.347,0,-1.0075,0,0,0,-0.416,0.197,0,0,0,0,0.343,0.343,0.115,0.313,0.313,0.317,1.738,1.738,0,-0.248,-0.248,brain
0,0,0,0,0,0,0,0.529,0.529,0,-0.775,-0.775,0,-0.038034,0,0,0,0,0,0,0,-0.77532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0.961,0,0,0,brain
0,0,0,0,0,0,-0.787,0,0,0,-0.791,-0.791,0,0.018243,0.601,0.601,0,0,0,0,0,-0.7911,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0.695,0,0.74,0.74,0,0,0,brain
0,0,0,0,0,0,0,0,0,0,-0.972,-0.972,0,0.018943,0.719,0.719,0,0,0,0,0,-0.96359,-0.845,0,0,0,0,0,0,0,0,0,0,0,0.806,0.806,0,0.916,0.916,0,0,0,brain
0,0,0,0.174,0.174,0,-0.216,0,0,0.218,-0.402,-0.402,0,-0.026808,0,0,0,0,0,0,0,-0.393,0.218,0,0,-0.4,0,0,0,0.219,0.219,-0.251,-0.251,0,0,0,-0.446,0.827,0.827,-0.129,0,0,brain
0.223,0,0,0,0,0,0,0,0,0,-0.783,-0.783,0.223,0.0024969,0,0,0,0,0,0,0,-1.2929,0,0,0,0,0.634,0.634,0,0,0,0,0,-1.151,0.648,0.648,-0.781,0.703,0.703,0,0,0,brain
0,0,-0.27,0,0,0,0,0,0,0,-0.933,-0.933,0,-1.2929,-0.795,-0.056,0.638,-0.66,0,0,0,-0.88588,0,0,0,-0.889,0,0,0,0.138,0.138,0,0,-0.176,0.84,0.191,-0.952,0.528,0.528,0.101,0,0,brain
0,0,0,0,0,0,-0.499,0,0,-0.097,-0.498,-0.498,0,-0.006505,0,0,0,0,-0.352,-0.352,-0.507,-0.49839,-0.482,-0.49,-0.49,0,0,0,-0.507,0,0,-0.32,-0.32,-0.126,-0.329,-0.329,-0.488,0.848,0.848,-0.333,0,0,brain
0,0,0,0,0,0,0,0,0,-0.793,0,-0.786,0,0.016565,0,0,0,0,0,0,0,-0.78555,-0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.789,0.733,0.733,0,0,0,brain
0,-0.027,-0.285,0.197,0.197,-0.589,-0.345,0.148,0.148,0,-0.537,-0.537,0,0.20993,-0.33,-0.33,-0.226,-0.226,-0.298,-0.298,-0.532,-0.53683,0,-0.267,-0.267,0,0.274,0.274,-0.532,0.323,0.323,-0.545,-0.545,0.328,0,0.484,0,1.218,1.218,-0.564,0.239,0.239,brain
0,0,0,0,0,0.109,-0.789,0,0,0,-0.815,-0.815,0,-0.016148,0,0,0,0,0,0,0,-0.80948,-0.793,0.344,0.043,-0.811,0,0,0,0,0,0,0,0,0,0,0,0.673,0.673,0,0,0,brain
0.156,0.163,0,0,0,0,-0.792,0,0,0,-0.924,-0.924,0.156,-0.16096,-0.116,0.279,-0.749,0.155,-0.857,-0.308,0.133,-0.92004,0,0.129,0.129,-0.89,1.262,0.333,0.133,0,0,0.392,0.392,0,0,0,-0.836,0.851,0.851,0,-0.162,-0.162,brain
0.672,0,0,0,0,0,-0.339,0,0,0.634,-0.688,-0.688,0.672,-0.041336,0,0,0,0,0,0,0,-0.63424,-0.029,0.134,0,-0.643,0,0,0,0,0,-0.69,-0.69,0,0,0,-0.706,0.52,0.52,-0.625,0,0,brain
0,0,0,0,0,0,-0.225,0,0,0.003,-0.82,-0.82,0,-0.021497,-0.107,-0.107,-0.272,-0.272,0.452,0.452,-0.311,-0.82031,-0.822,0,0,-0.127,0,0,-0.311,0,-0.332,-0.393,-0.393,0,0,0,-0.176,0.579,0.579,-0.394,0,0,brain
0,-0.213,-0.213,0,0,0,-0.849,-0.271,-0.271,0,-0.872,-0.872,0,0,0,0.56,-0.405,-0.405,0,0,0,-0.86016,-0.837,0,0,-0.123,0.655,0.655,0,0,0,0,0,0,0.402,0.402,-0.189,0.8,0.8,-0.54,0,0,brain
